date,open_,high,low,close_,volume_btc,volume_currency,weighted_price
2012-01-20,6.834999999999999,6.834999999999999,6.834999999999999,6.834999999999999,9.582599863,64.72017391565001,6.834999999999999
2012-01-21,6.386,6.386,6.386,6.386,16.282770482,102.45251461315999,6.386
2012-01-22,6.485,6.485,6.485,6.485,10.15887912875,62.6758259021625,6.485
2012-01-23,6.4075,6.4075,6.4075,6.4075,7.910052424166666,50.70698729003333,6.4075
2012-01-24,6.495555555555556,6.495555555555556,6.495555555555556,6.495555555555556,4.7470134150000005,30.59087002978889,6.495555555555556
2012-01-25,6.2844444444444445,6.2844444444444445,6.281944444444445,6.281944444444445,2.253423788888889,14.055313026658332,6.283663797786111
2012-01-26,6.175,6.185,6.175,6.185,1.86994191125,11.49512666731875,6.184091794075
2012-01-27,5.651428571428572,5.651428571428572,5.651428571428572,5.651428571428572,3.2885711739285712,18.872781505232144,5.651428571428572
2012-01-28,4.91,4.91,4.91,4.91,0.25,1.2275,4.91
2012-01-29,5.696,5.696,5.696,5.696,1.890969286,10.4420938403,5.696
2012-01-30,5.545,5.545,5.545,5.545,1.895,10.4901,5.545
2012-01-31,5.611463414634146,5.6190243902439025,5.598536585365854,5.6190243902439025,2.695203252195122,15.587281248292683,5.614045455656098
2012-02-01,5.74875,5.79,5.7475,5.78875,1.5073507849999999,8.900337494774998,5.784578347825
2012-02-02,6.17,6.17280701754386,6.167894736842105,6.170877192982457,4.403525087894737,27.05003339811579,6.170195246214035
2012-02-03,6.214814814814815,6.214814814814815,6.204814814814815,6.204814814814815,5.7612019703703705,35.21295064915926,6.205149061870371
2012-02-04,6.094375,6.095625,6.094375,6.095625,4.2271871306249995,25.49187793805625,6.0954747419625
2012-02-05,5.839583333333334,5.839583333333334,5.839166666666666,5.839166666666666,1.993767665,11.681928934020833,5.8392026684291665
2012-02-06,5.52625,5.52625,5.52625,5.52625,3.64729229125,20.231084914500002,5.52625
2012-02-07,5.672,5.672,5.672,5.672,11.027027930666666,62.4756471218,5.672
2012-02-08,5.741666666666667,5.743333333333333,5.741666666666667,5.743333333333333,13.928670018333333,79.555338377,5.7420697509666665
2012-02-09,5.783571428571428,5.783571428571428,5.783571428571428,5.783571428571428,5.9716563392857145,34.4935592509,5.783571428571428
2012-02-10,5.876923076923077,5.876923076923077,5.876923076923077,5.876923076923077,6.8050193750000005,40.00904539446923,5.876923076923077
2012-02-11,5.605,5.605,5.605,5.605,0.9397439,5.1874376689999995,5.605
2012-02-12,5.6375,5.6375,5.6375,5.6375,16.2108581,92.82296542750001,5.6375
2012-02-13,5.648181818181818,5.648181818181818,5.648181818181818,5.648181818181818,9.07131263818182,51.93740983972727,5.648181818181818
2012-02-14,5.2,5.200909090909091,5.192121212121212,5.193030303030303,3.8892404327272723,20.076583275063637,5.19323665560303
2012-02-15,4.945263157894737,4.945263157894737,4.945263157894737,4.945263157894737,3.5678508078947373,17.668783662431576,4.945263157894737
2012-02-16,4.584411764705883,4.584411764705883,4.575588235294117,4.575588235294117,3.400703567647059,15.739626675876469,4.577144055188235
2012-02-17,4.6965625,4.6984375,4.6890625,4.6909375,7.6459465384375,35.97637092125,4.6900113628031255
2012-02-18,4.401538461538461,4.401538461538461,4.397692307692308,4.397692307692308,9.784240461923076,43.12621013737308,4.398910980869231
2012-02-19,4.331666666666666,4.331666666666666,4.331666666666666,4.331666666666666,15.447257389999999,66.86851374166666,4.331666666666666
2012-02-20,4.557857142857143,4.5632142857142854,4.555357142857143,4.560714285714286,11.283544771785714,51.425240053364284,4.557995986628572
2012-02-21,4.4875,4.4875,4.4834375,4.4834375,11.2015375465625,49.84864726767187,4.48421715044375
2012-02-22,4.544444444444444,4.544444444444444,4.542222222222223,4.542222222222223,8.367640706666668,37.92855982722222,4.542749342733334
2012-02-23,4.88952380952381,4.89095238095238,4.889285714285714,4.89095238095238,17.020095460238092,83.71788254490714,4.8896573239
2012-02-24,5.143,5.143,5.133,5.133,3.759711782,19.3547452998,5.13874962668
2012-02-25,5.045714285714285,5.045714285714285,5.038571428571429,5.038571428571429,17.115343072857144,85.78999999142857,5.038870406285715
2012-02-26,4.9557142857142855,4.9557142857142855,4.954285714285715,4.954285714285715,5.8428571428571425,28.771428571428572,4.954744525542857
2012-02-27,5.051923076923076,5.051923076923076,5.049615384615384,5.049615384615384,11.88662746576923,60.117541467315384,5.049619004523077
2012-02-28,4.992142857142857,4.9925,4.991071428571429,4.991428571428571,15.72290668107143,78.98480376503929,4.991630873960714
2012-02-29,4.9545,4.9545,4.9525,4.9525,12.1118923175,59.89349381583501,4.95272184926
2012-03-01,5.0040000000000004,5.0040000000000004,5.002666666666667,5.002666666666667,9.705452706333334,48.50124049898667,5.003911482863333
2012-03-02,4.777058823529411,4.777058823529411,4.76235294117647,4.76235294117647,14.46910068882353,68.62272076177648,4.765098423823529
2012-03-03,4.763333333333333,4.763333333333333,4.756666666666667,4.756666666666667,13.990923904444443,65.53938352777777,4.760811041077777
2012-03-04,4.793333333333333,4.793333333333333,4.793333333333333,4.793333333333333,18.93473588333333,90.81065441551668,4.793333333333333
2012-03-05,4.949756097560975,4.949999999999999,4.949024390243903,4.949268292682927,12.635476866585366,62.68103421679268,4.949657762719513
2012-03-06,4.996521739130435,4.996956521739131,4.996086956521739,4.996521739130435,12.896867061739128,64.41456339750434,4.996287446934783
2012-03-07,5.063103448275862,5.064137931034482,5.059310344827586,5.060344827586207,12.879046377586208,65.34133552664827,5.059947778827586
2012-03-08,4.973157894736842,4.973684210526316,4.972105263157895,4.972631578947369,17.187671310526316,85.26987614586317,4.9724712572263154
2012-03-09,5.0216666666666665,5.0216666666666665,5.010833333333333,5.011666666666667,23.13245661166667,116.30825096051667,5.018074118425
2012-03-10,4.9188888888888895,4.9188888888888895,4.913333333333333,4.913333333333333,12.672103139999999,61.55397612143333,4.914899488455556
2012-03-11,4.926666666666667,4.926666666666667,4.926666666666667,4.926666666666667,8.227508696666666,40.32580875866667,4.926666666666667
2012-03-12,4.9590000000000005,4.9590000000000005,4.9590000000000005,4.9590000000000005,10.876167997,53.893851338139996,4.9590000000000005
2012-03-13,5.0737499999999995,5.07675,5.069,5.0725,18.3663485765,92.8908211280175,5.0746939370225
2012-03-14,5.374615384615385,5.376923076923077,5.373076923076923,5.375384615384615,43.451664487692305,232.60442654013076,5.374872174188462
2012-03-15,5.341875,5.341875,5.3374999999999995,5.3374999999999995,39.572990591875005,212.126136900625,5.33782869389375
2012-03-16,5.34076923076923,5.34076923076923,5.34076923076923,5.34076923076923,12.13061109923077,64.98394938796923,5.34076923076923
2012-03-17,5.402222222222223,5.402222222222223,5.402222222222223,5.402222222222223,15.985925401111112,86.19119177883334,5.402222222222223
2012-03-18,5.317666666666667,5.320666666666667,5.316999999999999,5.319999999999999,13.755450705666668,73.40753282308667,5.318928475693334
2012-03-19,5.122000000000001,5.122000000000001,5.1104,5.1104,16.60775027,84.28074378252,5.11387265022
2012-03-20,4.911666666666666,4.912083333333333,4.91,4.910416666666666,11.656496544583334,57.00891762573334,4.910823482337499
2012-03-21,4.9366666666666665,4.9366666666666665,4.9366666666666665,4.9366666666666665,3.10954301,15.344999996333334,4.9366666666666665
2012-03-22,4.879166666666667,4.879583333333334,4.876666666666667,4.877083333333333,16.517124779166668,80.47224169515833,4.8782909672666666
2012-03-23,4.77625,4.7775,4.74875,4.74875,49.141273104999996,227.47911399880002,4.76245071715
2012-03-24,4.731428571428571,4.731428571428571,4.731428571428571,4.731428571428571,27.36264418857143,131.46127251265713,4.731428571428571
2012-03-25,4.642,4.642,4.642,4.642,3.0947143840000004,14.18059999756,4.642
2012-03-26,4.625333333333333,4.626666666666667,4.625333333333333,4.626666666666667,4.317637331333334,19.713255388393335,4.626121242606667
2012-03-27,4.785490196078431,4.785686274509803,4.785490196078431,4.785686274509803,7.24687835745098,34.693301060399996,4.785504216329412
2012-03-28,4.891875,4.895833333333333,4.891041666666667,4.8950000000000005,8.721853405416667,42.34871274197709,4.892921830539583
2012-03-29,4.827333333333333,4.828666666666666,4.826666666666667,4.828,7.359580207333334,35.653132312000004,4.827698761333333
2012-03-30,4.834285714285714,4.841428571428572,4.831428571428572,4.838571428571428,11.528485302142856,55.9965177325,4.836740067071429
2012-03-31,4.9075,4.909166666666667,4.9075,4.909166666666667,13.1978152675,64.80350882395,4.9086644633
2012-04-01,4.818235294117647,4.82,4.814705882352941,4.816470588235294,18.147403835294117,86.9827849663294,4.816418011217647
2012-04-02,4.932272727272728,4.934772727272727,4.930681818181818,4.932727272727273,20.194968444772726,99.481393006225,4.932927819879546
2012-04-03,4.968666666666667,4.968666666666667,4.968666666666667,4.968666666666667,16.286860083333334,80.95771199107334,4.968666666666667
2012-04-04,4.9366666666666665,4.9366666666666665,4.936190476190476,4.936190476190476,14.544554327619048,71.48930579820001,4.936244503809523
2012-04-05,4.9592857142857145,4.9592857142857145,4.958571428571429,4.958571428571429,28.633206087857143,142.16454159157144,4.959276106614285
2012-04-06,4.925416666666667,4.927083333333333,4.921666666666667,4.923333333333333,30.24823823125,147.66034314056665,4.923051811154167
2012-04-07,4.8342857142857145,4.8342857142857145,4.826428571428571,4.826428571428571,16.33254497214286,78.25893444464285,4.8301927848499995
2012-04-08,4.768666666666666,4.769333333333334,4.768666666666666,4.769333333333334,11.814530578,56.13447600578,4.769042307006667
2012-04-09,4.799090909090909,4.799090909090909,4.799090909090909,4.799090909090909,14.414393142727272,68.81047036059091,4.799090909090909
2012-04-10,4.821538461538461,4.822307692307692,4.821538461538461,4.822307692307692,24.21674134,116.58067586010769,4.822065650461538
2012-04-11,4.867575757575757,4.868181818181818,4.867575757575757,4.868181818181818,12.897110053636364,62.82135447398788,4.867793801124242
2012-04-12,4.843684210526316,4.843684210526316,4.843421052631579,4.843421052631579,19.915646100789473,96.52537428242105,4.843435406215789
2012-04-13,4.896888888888889,4.897777777777778,4.895777777777778,4.8966666666666665,24.49479766444444,119.8963386861511,4.8968365950955555
2012-04-14,4.974814814814814,4.977407407407408,4.9729629629629635,4.976666666666667,20.172221815925926,100.28925869696296,4.9762302794962965
2012-04-15,4.955454545454545,4.958181818181818,4.954545454545454,4.957272727272727,10.452189661818181,51.810271789000005,4.957076090463636
2012-04-16,4.96047619047619,4.96047619047619,4.96047619047619,4.96047619047619,23.190835654285713,114.96014300890477,4.96047619047619
2012-04-17,4.986875,4.986875,4.986875,4.986875,17.65721169875,87.9613613770625,4.986875
2012-04-18,5.093333333333333,5.095128205128205,5.093333333333333,5.095128205128205,21.536711541025642,109.87331951248717,5.0945816996358975
2012-04-19,5.127058823529412,5.12764705882353,5.126764705882353,5.127352941176471,16.548579694705882,84.63038894772941,5.127226817267648
2012-04-20,5.1778125,5.1803125,5.1775,5.18,11.6511215584375,60.21911107453125,5.1792245363125
2012-04-21,5.292272727272728,5.294090909090909,5.29,5.291818181818182,13.724707508181819,72.15126779590909,5.291922534568182
2012-04-22,5.212142857142857,5.212142857142857,5.2092857142857145,5.2092857142857145,9.969188759285714,51.949352798185714,5.2100387899
2012-04-23,5.1606250000000005,5.1628125,5.156875,5.1584375,29.608155449374998,152.31007649679688,5.15920601368125
2012-04-24,5.089032258064516,5.089838709677419,5.0888709677419355,5.089516129032258,31.868243643387096,162.02417089991616,5.0893925899645165
2012-04-25,5.041627906976744,5.043953488372093,5.039069767441861,5.042558139534884,38.00497620255814,190.58128081120464,5.041202056590698
2012-04-26,5.03125,5.0325,5.0284375,5.0296875,23.8165693125,119.60644935118124,5.030816926784375
2012-04-27,5.024736842105263,5.026315789473684,5.024736842105263,5.026315789473684,37.79021110157895,189.37124269066317,5.0255418016
2012-04-28,4.9511111111111115,4.952222222222222,4.945,4.946111111111112,11.390307048333334,56.49391649616667,4.948282867594445
2012-04-29,4.901428571428572,4.910000000000001,4.894285714285714,4.902857142857143,8.98266107,43.837270045714284,4.902995542028571
2012-04-30,4.949629629629629,4.95074074074074,4.949629629629629,4.95074074074074,18.16965842814815,89.87189492417038,4.950281606237037
2012-05-01,4.967333333333333,4.968,4.967333333333333,4.968,27.724874196,137.91015642129335,4.967961824393333
2012-05-02,5.0832,5.0851999999999995,5.0828,5.0847999999999995,19.812685736,100.544636247128,5.08419201134
2012-05-03,5.104838709677419,5.10516129032258,5.104516129032258,5.104838709677419,20.80933553451613,106.24979314927742,5.105032944464516
2012-05-04,5.1051063829787235,5.106170212765957,5.104255319148936,5.10531914893617,16.511548159361702,84.45587247004043,5.105194483023404
2012-05-05,5.066428571428572,5.066428571428572,5.0649999999999995,5.0649999999999995,14.841751655714287,75.18512558695714,5.065191399914285
2012-05-06,5.063448275862069,5.06448275862069,5.0617241379310345,5.062413793103448,42.55331226068966,215.00693297643446,5.062596987210345
2012-05-07,5.0373809523809525,5.0373809523809525,5.035,5.035,20.820920109285712,104.82198966110475,5.035625262569048
2012-05-08,5.0458823529411765,5.046470588235294,5.043529411764705,5.044117647058823,18.839961391764707,95.07012645448823,5.044669705235294
2012-05-09,5.041724137931035,5.041724137931035,5.040689655172414,5.040689655172414,12.078675677931034,60.85904704018621,5.041008901744827
2012-05-10,4.991590909090909,4.992727272727273,4.989318181818182,4.990454545454545,20.61623394113636,102.88964441172726,4.991689537736364
2012-05-11,4.9272,4.9276,4.9264,4.9268,16.5530662708,81.55186075085601,4.927250876036
2012-05-12,4.945,4.945,4.945,4.945,21.933389116,108.06297408422999,4.945
2012-05-13,4.943333333333333,4.943333333333333,4.943333333333333,4.943333333333333,43.940329517777776,217.14377050322224,4.943333333333333
2012-05-14,4.926111111111111,4.926111111111111,4.925833333333333,4.925833333333333,19.964697713333337,98.35725824514167,4.926104911291667
2012-05-15,4.9625,4.9625,4.9625,4.9625,18.7811238696875,93.22863281195625,4.9625
2012-05-16,5.0175,5.0175,5.016875,5.016875,11.12707634375,55.7561721069625,5.01719494155625
2012-05-17,5.023461538461538,5.023461538461538,5.022692307692308,5.022692307692308,23.50818585307692,118.13482421043462,5.022990033096153
2012-05-18,5.049705882352941,5.05,5.049705882352941,5.05,26.83894911029412,135.52247154717648,5.049977029252941
2012-05-19,5.064166666666667,5.064166666666667,5.064166666666667,5.064166666666667,14.000497933333333,70.96370443205834,5.064166666666667
2012-05-20,5.05,5.05,5.05,5.05,5.280425306,26.792838953520004,5.05
2012-05-21,5.049047619047619,5.0495238095238095,5.0476190476190474,5.048095238095239,16.859875981428573,85.30192253248572,5.048484257752381
2012-05-22,5.051666666666667,5.052083333333333,5.0495833333333335,5.0495833333333335,28.25281606083333,142.71207699358334,5.051258218641666
2012-05-23,5.069599999999999,5.070399999999999,5.069599999999999,5.070399999999999,22.326052506,113.061113614596,5.070078712188
2012-05-24,5.091764705882353,5.0920588235294115,5.091176470588235,5.091470588235294,26.61000281264706,135.50367815541176,5.091353622541177
2012-05-25,5.0893749999999995,5.0893749999999995,5.0893749999999995,5.0893749999999995,17.1818914075,87.412786381475,5.0893749999999995
2012-05-26,5.077692307692308,5.077692307692308,5.077692307692308,5.077692307692308,29.90047822923077,152.14487836615382,5.077692307692308
2012-05-27,5.051111111111111,5.051111111111111,5.050740740740741,5.050740740740741,33.83443231333334,170.99241040224445,5.050792766022222
2012-05-28,5.077857142857143,5.077857142857143,5.077857142857143,5.077857142857143,12.905988083571428,65.54926243758571,5.077857142857143
2012-05-29,5.063378378378379,5.06472972972973,5.062702702702703,5.064054054054054,18.128571680675677,91.91578419506487,5.06357682786081
2012-05-30,5.112571428571428,5.113428571428571,5.112571428571428,5.113142857142857,21.38290518,109.48273947338858,5.113079997282857
2012-05-31,5.137142857142857,5.13734693877551,5.135102040816327,5.13530612244898,22.502855394489796,115.41462863644082,5.136570811097959
2012-06-01,5.2058,5.2063999999999995,5.2056,5.2062,9.4732882128,49.351092502106006,5.20599539841
2012-06-02,5.19,5.19,5.19,5.19,11.319693213529412,58.80081629804118,5.19
2012-06-03,5.192500000000001,5.1937500000000005,5.192500000000001,5.1937500000000005,1.79184426625,9.3050619152125,5.193320086687501
2012-06-04,5.189047619047619,5.189880952380952,5.187619047619047,5.188571428571429,16.179979872619047,83.88694652361785,5.188722390130953
2012-06-05,5.35647619047619,5.357333333333333,5.354952380952381,5.355809523809524,8.849475727809525,47.45991332556571,5.356036192552382
2012-06-06,5.418813559322033,5.420338983050848,5.418474576271186,5.420000000000001,13.065191689322033,71.03347171007627,5.4192163815983045
2012-06-07,5.461964285714286,5.463571428571428,5.461428571428572,5.463571428571428,25.229914406428573,138.07713027354464,5.462558787839286
2012-06-08,5.586153846153847,5.587115384615384,5.585961538461539,5.586923076923076,26.87401964346154,149.53920552299616,5.586665193755769
2012-06-09,5.5687500000000005,5.569166666666667,5.566666666666666,5.567083333333333,14.735668097083334,82.13588857054167,5.567592877320833
2012-06-10,5.488235294117647,5.488235294117647,5.487058823529412,5.487058823529412,15.938304491176469,87.09219162068824,5.487061504770588
2012-06-11,5.5,5.501212121212121,5.498787878787879,5.5,20.23248988121212,110.46587879202728,5.49961740499697
2012-06-12,5.8023404255319155,5.805000000000001,5.800744680851063,5.8034042553191485,99.25965918648937,582.5584550192574,5.803756465251063
2012-06-13,5.89152380952381,5.892666666666667,5.890666666666666,5.891809523809524,16.097118164571427,94.29396791476572,5.891538661735239
2012-06-14,5.843189655172413,5.8437931034482755,5.84198275862069,5.842586206896552,27.900937293965516,162.96462586061466,5.842778807360345
2012-06-15,5.9096078431372545,5.915098039215686,5.908627450980392,5.9141176470588235,20.014189092058825,117.28733593534608,5.9134438926333335
2012-06-16,6.398412698412699,6.4019047619047615,6.395396825396825,6.398888888888889,16.03395833984127,102.02895202384445,6.39863087074127
2012-06-17,6.274,6.274153846153846,6.272461538461538,6.272615384615385,6.526007036307692,41.230627442049226,6.272997119149231
2012-06-18,6.159076923076923,6.164615384615384,6.156923076923077,6.162461538461539,38.20151773861539,234.73549987009847,6.160980842855384
2012-06-19,6.394074074074074,6.398641975308641,6.392469135802469,6.397037037037037,17.1487510745679,109.96481111173829,6.396294048322222
2012-06-20,6.540510204081633,6.542040816326531,6.5383673469387755,6.53969387755102,21.18351599306122,138.4413967897796,6.539941777071428
2012-06-21,6.657777777777778,6.658333333333333,6.657222222222222,6.657777777777778,13.356722753888889,88.92996769787777,6.657400980369444
2012-06-22,6.599054054054053,6.600675675675675,6.596621621621622,6.598243243243243,13.015686467027027,86.04260798749324,6.598596523589189
2012-06-23,6.496086956521739,6.496086956521739,6.493260869565217,6.493260869565217,24.720463662826088,159.33199968485653,6.494622018104349
2012-06-24,6.383157894736843,6.38578947368421,6.382105263157895,6.384736842105263,31.535418416315792,201.65247989028947,6.384365519594737
2012-06-25,6.241666666666666,6.242333333333334,6.238666666666666,6.239333333333334,32.61213692483333,203.70125493933335,6.240497456833333
2012-06-26,6.342820512820513,6.346410256410256,6.341709401709402,6.345299145299145,19.42819316965812,123.03669733155813,6.344247736120513
2012-06-27,6.526470588235294,6.527352941176471,6.5241911764705875,6.5247794117647056,82.58660505257353,540.0378402556706,6.525389789205147
2012-06-28,6.385078125,6.3852343750000005,6.383984375,6.3842187500000005,33.329301315078126,209.16234305682343,6.384516551589844
2012-06-29,6.557941176470588,6.560294117647059,6.555,6.556911764705882,119.52286767529412,778.09461504695,6.557282505852942
2012-06-30,6.5717647058823525,6.572058823529411,6.57,6.570294117647059,24.35447235647059,158.92388537252646,6.5702760654941175
2012-07-01,6.568461538461539,6.570384615384616,6.566923076923077,6.568846153846153,12.786297039615384,83.77303105988078,6.568665923334615
2012-07-02,6.607777777777778,6.609012345679012,6.60641975308642,6.607654320987654,22.126371994567904,145.79562478502345,6.607437632111112
2012-07-03,6.5625842696629215,6.564269662921348,6.560337078651686,6.561797752808989,21.75719742808989,142.94706097377642,6.562090555570786
2012-07-04,6.496301369863014,6.496849315068493,6.494794520547945,6.495342465753425,27.598475786575342,178.6993852724589,6.495970786994521
2012-07-05,6.621714285714286,6.622857142857143,6.621142857142857,6.622285714285714,20.09959902542857,132.74133143074002,6.622069740755714
2012-07-06,6.5493999999999994,6.5522,6.546,6.5488,33.2523020962,216.867319094522,6.549622372206
2012-07-07,6.668918918918919,6.6706756756756755,6.668378378378378,6.670135135135135,19.03351111891892,126.8669751714581,6.669648940058108
2012-07-08,6.677272727272728,6.67909090909091,6.672909090909091,6.674727272727273,15.097652806545453,99.70110418252546,6.676595977649091
2012-07-09,6.810112359550562,6.812808988764045,6.806179775280899,6.808876404494382,19.682646376741573,133.73043528489438,6.809873773244943
2012-07-10,7.03588785046729,7.036728971962616,7.034672897196262,7.035514018691589,13.973311109345795,98.17195162999158,7.035563261024299
2012-07-11,7.106964285714286,7.10875,7.106428571428571,7.108214285714285,13.422537061249999,95.46123865677679,7.107861852432143
2012-07-12,7.190294117647059,7.196029411764705,7.189411764705882,7.19514705882353,34.203493748823526,245.68614673610293,7.192802051617647
2012-07-13,7.5881914893617015,7.591914893617021,7.585425531914893,7.5894680851063825,12.814316355744682,97.27743375867446,7.588703539548937
2012-07-14,7.528809523809524,7.52904761904762,7.527619047619048,7.527857142857143,17.07891951690476,128.76350557713096,7.5284445931976185
2012-07-15,7.495555555555556,7.497777777777777,7.4948148148148155,7.497037037037036,11.940447501111112,89.57644925635925,7.496622779385185
2012-07-16,7.684285714285714,7.69095238095238,7.681156462585035,7.6878231292517,25.034575463469388,191.244325541134,7.68554926055102
2012-07-17,8.245416666666666,8.252447916666666,8.242135416666667,8.249895833333333,19.056754637291665,156.3265196219828,8.248090183756771
2012-07-18,8.807272727272727,8.816428571428572,8.80064935064935,8.810194805194804,16.973005392077923,148.16746334245715,8.810920417472728
2012-07-19,9.045377358490565,9.045849056603775,9.042735849056603,9.043207547169812,23.706050937547168,214.76799706643584,9.044016570401887
2012-07-20,8.227131147540984,8.232049180327868,8.222131147540983,8.227131147540984,11.30053384680328,92.49643073590492,8.226315533812295
2012-07-21,8.714230769230769,8.721346153846154,8.710576923076923,8.717692307692307,22.890814030192306,197.6290267334731,8.716800962495192
2012-07-22,8.643513513513513,8.646216216216217,8.63054054054054,8.63054054054054,40.0958741827027,343.72876240432436,8.635233850418919
2012-07-23,8.6236,8.6268,8.62016,8.623280000000001,20.686892965120002,177.803736921876,8.623770541268001
2012-07-24,8.59483870967742,8.597849462365591,8.591505376344086,8.594516129032257,13.966650586129033,119.8740003013957,8.594309630046236
2012-07-25,8.479756097560976,8.482682926829268,8.478658536585366,8.48158536585366,21.89585090012195,186.35444149624269,8.481570695308536
2012-07-26,8.620588235294118,8.623529411764705,8.620147058823528,8.623088235294118,12.318802782058825,106.24749802680881,8.621949572094119
2012-07-27,8.847924528301887,8.850566037735849,8.847735849056605,8.850377358490565,12.97163613754717,114.9889785404,8.849249283254718
2012-07-28,8.891875,8.891875,8.89,8.89,23.42071925359375,208.55665243446563,8.891124615253124
2012-07-29,8.737777777777778,8.737777777777778,8.735555555555557,8.735555555555557,21.86558006074074,190.91564415944075,8.736309195422223
2012-07-30,8.776836734693877,8.779285714285715,8.774897959183674,8.77734693877551,24.73075006102041,215.08523953859898,8.776974279934693
2012-07-31,9.199764705882354,9.201058823529412,9.198588235294118,9.199882352941177,15.581479422235294,142.84089472275295,9.199745737432941
2012-08-01,9.356153846153846,9.356703296703298,9.35010989010989,9.352747252747253,26.589077728131866,248.01045221697143,9.352553623205495
2012-08-02,9.682992700729926,9.693211678832117,9.680729927007299,9.69087591240876,16.12926467759124,154.4758205111168,9.687771690878101
2012-08-03,10.726299212598425,10.746299212598425,10.72275590551181,10.74267716535433,19.050499459055118,205.3645183320945,10.740892757976377
2012-08-04,10.9192,10.920399999999999,10.91,10.9112,12.707367627199998,136.587746818952,10.912196834900001
2012-08-05,10.47340425531915,10.478936170212766,10.471702127659574,10.477234042553192,20.2847011393617,212.06743870463617,10.475817334361702
2012-08-06,10.779318181818182,10.781818181818181,10.776439393939395,10.779848484848486,15.682410009469697,168.38443774759241,10.779617035931818
2012-08-07,10.785632183908046,10.78758620689655,10.783908045977013,10.785862068965518,11.94293735632184,128.5768530786161,10.785514532321839
2012-08-08,10.886991150442478,10.889469026548673,10.885221238938053,10.887699115044247,24.301722292831858,264.7738639570177,10.887322073106194
2012-08-09,11.229645390070923,11.241489361702127,11.222482269503548,11.234113475177304,17.255281793120567,193.42861021315392,11.231226293304966
2012-08-10,11.1784,11.1818,11.1745,11.178199999999999,25.544390557799996,283.459441089809,11.17786535817
2012-08-11,11.321282051282052,11.321794871794872,11.321282051282052,11.321794871794872,9.200434025128205,104.1034918804718,11.321710770461538
2012-08-12,11.455810810810812,11.461081081081081,11.451081081081082,11.455675675675677,11.330170676621622,129.91147439796757,11.45888361927027
2012-08-13,11.664566929133859,11.67244094488189,11.660944881889764,11.668740157480315,27.555795048582677,320.46075531450396,11.667088191716536
2012-08-14,12.025161290322579,12.028817204301076,12.025053763440859,12.028709677419355,20.70938869817204,249.54184295561936,12.027636343612903
2012-08-15,12.54582089552239,12.552537313432836,12.545074626865672,12.55179104477612,23.765190948955222,297.22057436668655,12.547880756104478
2012-08-16,13.327142857142858,13.328198757763976,13.324285714285715,13.325093167701864,9.498938348509316,126.37081186573353,13.325146148913044
2012-08-17,14.194545454545453,14.213251748251748,14.140699300699302,14.162692307692309,17.0219540722028,242.52205194412272,14.181339029388111
2012-08-18,11.847037037037037,11.871851851851853,11.82688888888889,11.834,18.602720130296298,216.28053491815334,11.841461567607407
2012-08-19,9.265960591133005,9.26935960591133,9.252955665024631,9.25655172413793,26.73522919364532,240.0147808993936,9.260435131779802
2012-08-20,9.24860927152318,9.253443708609272,9.243973509933774,9.248741721854305,22.400659951854305,203.02143105277682,9.247931480158279
